time_s,ue_x_m,SINR_dB,throughput_Mbps,serving_idx
0,-1200,2.05657765445738,13.8165739642782,1
0.01,-1199.865888,16.4195768897405,54.8699740215546,1
0.02,-1199.731776,10.6523134706436,36.5771714279211,1
0.03,-1199.597664,13.5025410403216,45.4845597701058,1
0.04,-1199.463552,1.34390721802704,12.4041819036747,1
0.05,-1199.32944,12.9140753485085,43.6189061614627,1
0.06,-1199.195328,13.9393188737856,46.876394095862,1
0.07,-1199.061216,12.1380038965662,41.1774854522519,1
0.08,-1198.927104,3.23391111465798,16.3490634690849,1
0.09,-1198.792992,6.85829406187262,25.4867807215291,1
0.1,-1198.65888,2.40642605212208,14.5437284160854,1
0.11,-1198.524768,6.57046180377474,24.6985964491567,1
0.12,-1198.390656,11.7739854779239,40.040716818724,1
0.13,-1198.256544,-0.40834076423892,9.33769748513712,1
0.14,-1198.122432,16.1605320484257,54.0292032575327,1
0.15,-1197.98832,2.00881869126158,13.7190156303238,1
0.16,-1197.854208,11.4258140033022,38.9589737291221,1
0.17,-1197.720096,10.1469342826876,35.038724248038,1
0.18,-1197.585984,10.1873521060483,35.1612037834038,1
0.19,-1197.451872,-1.83874641262757,7.26678798948115,4
0.2,-1197.31776,5.68834399117606,22.3431554372798,1
0.21,-1197.183648,8.56968763687164,30.345630228306,1
0.22,-1197.049536,5.1781015551651,21.0254277952725,1
0.23,-1196.915424,17.0470691415302,56.9111167489668,1
0.24,-1196.781312,7.59698469272391,27.5497416377232,1
0.25,-1196.6472,7.91084386683203,28.4425808483586,1
0.26,-1196.513088,7.27189320986552,26.6349819869464,1
0.27,-1196.378976,1.72747267760929,13.1527326497332,1
0.28,-1196.244864,11.2800877772699,38.507915243353,1
0.29,-1196.110752,14.2679286725787,47.9271578459851,1
0.3,-1195.97664,10.5738177583671,36.3372482202616,1
0.31,-1195.842528,12.1359127468531,41.1709390318193,1
0.32,-1195.708416,8.20782340770801,29.2957267970422,1
0.33,-1195.574304,7.11197952697034,26.1889173279224,1
0.34,-1195.440192,11.7378429923829,39.9281661201702,1
0.35,-1195.30608,1.05427352735336,11.8571234006938,1
0.36,-1195.171968,4.93639184586066,20.4134794224827,1
0.37,-1195.037856,5.9234263767842,22.9616185538845,1
0.38,-1194.903744,6.07847340439145,23.3732866170843,1
0.39,-1194.769632,1.3228545899751,12.3638880950409,1
0.4,-1194.63552,1.12837203861659,11.9955809419979,4
