time_s,ue_x_m,SINR_dB,throughput_Mbps,serving_idx
0,-1200,31.2115248770962,103.693352204189,1
0.01,-1199.32944,32.6527488111657,108.477914012277,1
0.02,-1198.65888,34.0922144075184,113.257506567801,1
0.03,-1197.98832,29.8416548585253,99.1467865871507,1
0.04,-1197.31776,28.0963157548912,93.3562870178347,1
0.05,-1196.6472,31.4228310532898,104.394778154886,1
0.06,-1195.97664,30.7247009291219,102.077451744398,1
0.07,-1195.30608,28.9128198721825,96.0648274760822,1
0.08,-1194.63552,31.9024603063779,105.986985731537,1
0.09,-1193.96496,36.534068520497,121.366752837613,1
0.1,-1193.2944,25.4276424818802,84.5100846105576,1
0.11,-1192.62384,38.0770144538628,126.491350236459,1
0.12,-1191.95328,40.0112971206779,132.916090893406,1
0.13,-1191.28272,37.9556965139295,126.088404388008,1
0.14,-1190.61216,27.9828128860121,92.9798298991942,1
0.15,-1189.9416,33.9014881969432,112.624180145375,1
0.16,-1189.27104,31.5466692130575,104.805867554431,1
0.17,-1188.60048,9.9510035434447,34.446426202966,1
0.18,-1187.92992,34.52451308439,114.693039143478,1
0.19,-1187.25936,19.7564787878846,65.7813908390093,1
0.2,-1186.5888,30.6444616666526,101.811130169938,1
0.21,-1185.91824,35.9573387676639,119.451353064945,1
0.22,-1185.24768,34.9154107771178,115.991135188308,1
0.23,-1184.57712,45.6097992902016,151.512870114496,1
0.24,-1183.90656,20.9468386918173,69.6994367444781,1
0.25,-1183.236,21.172840075375,70.4443602741139,1
0.26,-1182.56544,32.981346149816,109.568920282419,1
0.27,-1181.89488,0.817356567992284,11.4213820192068,1
0.28,-1181.22432,24.187061465911,80.4025877807772,1
0.29,-1180.55376,27.9953836543419,93.0215228427171,1
0.3,-1179.8832,27.8395647802526,92.5047385522787,1
0.31,-1179.21264,6.2546466524387,23.8445859857848,1
0.32,-1178.54208,30.6350945952505,101.780040263578,1
0.33,-1177.87152,22.6798881898863,75.4185854782834,1
0.34,-1177.20096,7.57581698181117,27.4898624726755,1
0.35,-1176.5304,32.3415280049009,107.444642430806,1
0.36,-1175.85984,19.4745776064113,64.8550579096816,1
0.37,-1175.18928,25.0008579813616,83.0965935808409,1
0.38,-1174.51872,30.4188673522041,101.062384625493,1
0.39,-1173.84816,23.9581640501019,79.6451726924874,1
0.4,-1173.1776,20.4155694871286,67.9495662302699,1
0.41,-1172.50704,11.3563568273638,38.7438579131502,1
0.42,-1171.83648,6.64188133825523,24.8933087759711,1
0.43,-1171.16592,19.0758972034451,63.5461419394193,1
0.44,-1170.49536,34.1572295685103,113.473398741872,1
0.45,-1169.8248,18.6922231225776,62.2878785623007,1
0.46,-1169.15424,23.0862931628766,76.7617158092102,1
0.47,-1168.48368,29.5553535205841,98.1967326648588,1
0.48,-1167.81312,44.68450433092,148.439200930774,1
0.49,-1167.14256,11.3685477844217,38.7815976528882,1
0.5,-1166.472,15.932762961556,53.2909194560559,1
0.51,-1165.80144,33.9915395075874,112.923203603485,1
0.52,-1165.13088,21.4880730833192,71.4838877338224,1
0.53,-1164.46032,22.9375970988633,76.2702148692997,1
0.54,-1163.78976,13.5456311278896,45.6216137998046,1
0.55,-1163.1192,23.6383505536784,78.5871884249331,1
0.56,-1162.44864,29.9086532085966,99.3691214672393,1
0.57,-1161.77808,30.0769463500792,99.9276197222105,1
0.58,-1161.10752,25.8906233486213,86.0439044358871,1
0.59,-1160.43696,23.4335611795413,77.9098935460509,1
0.6,-1159.7664,27.0367849652478,89.8427701387229,1
0.61,-1159.09584,41.4502408298126,137.695752634668,1
0.62,-1158.42528,23.9281542546882,79.5458827984248,1
0.63,-1157.75472,36.0580719532391,119.785897577496,1
0.64,-1157.08416,27.4836333583025,91.3243828604503,1
0.65,-1156.4136,30.880195981339,102.593566060858,1
0.66,-1155.74304,24.7108345600513,82.1362964236422,1
0.67,-1155.07248,32.1623104129692,106.849648760795,1
0.68,-1154.40192,25.8709202951398,85.978620858342,1
0.69,-1153.73136,29.2222312265908,97.0913970430526,1
0.7,-1153.0608,27.0996122776378,90.0510688143113,1
0.71,-1152.39024,26.8017843463219,89.0636987847699,1
0.72,-1151.71968,27.4941625389019,91.3592977938548,1
0.73,-1151.04912,27.0771904331375,89.9767303952814,1
0.74,-1150.37856,14.1919989635972,47.6841021061388,1
0.75,-1149.708,20.4349459494389,68.0133550569025,1
0.76,-1149.03744,30.4827430416107,101.274383973933,1
0.77,-1148.36688,26.3642038772774,87.6132749040978,1
0.78,-1147.69632,19.8754086341976,66.1723878735172,1
0.79,-1147.02576,26.2141955607634,87.1161264523997,1
0.8,-1146.3552,29.7221136199485,98.7500963233856,1
0.81,-1145.68464,25.7598566590849,85.6106399365185,1
0.82,-1145.01408,25.832714338965,85.8520324325894,1
0.83,-1144.34352,28.5074842364423,94.7201419905182,1
0.84,-1143.67296,29.8043441737284,99.0229721403338,1
0.85,-1143.0024,22.7181378500101,75.5449692215472,1
0.86,-1142.33184,16.69553664358,55.7668745412899,1
0.87,-1141.66128,5.55293355423563,21.9901097848612,1
0.88,-1140.99072,14.8732888098541,49.8702382150826,1
